nivel,p3_1,p4,edad,p32,p34_4,p34_4_1,factor
4,2,0,53,3,1,1,8173
3,2,0,32,0,2,0,8173
4,2,0,52,2,1,1,24518
4,2,0,42,3,1,1,22352
2,2,0,27,3,1,1,44705
7,1,1,28,0,1,1,22352
7,1,1,30,0,1,2,22352
4,1,2,47,0,1,1,30058
7,1,1,30,0,1,1,10020
3,2,0,30,3,1,1,20039
4,2,0,40,2,1,2,30058
3,2,0,76,2,2,0,23691
6,2,0,73,3,1,1,17768
2,2,0,44,3,2,0,22199
4,1,2,32,0,1,2,29598
2,1,1,65,0,2,0,29598
4,1,2,27,0,1,1,7400
7,2,0,42,0,1,1,11845
6,1,2,70,0,1,2,5923
4,2,0,70,1,1,1,11187
3,2,0,24,0,2,0,44747
2,2,0,56,0,2,0,11187
2,2,0,74,0,1,1,8530
3,1,2,52,0,1,2,17059
4,1,1,20,0,1,1,17059
8,1,2,41,0,1,1,24097
2,2,0,65,1,2,0,16065
2,2,0,55,0,2,0,24097
2,2,0,57,1,2,0,16065
4,1,2,29,0,1,3,16983
4,2,0,71,5,1,1,16983
4,1,3,30,0,1,1,16983
2,2,0,81,0,1,1,42457
7,2,0,29,0,1,1,12467
7,1,3,64,0,1,2,49866
4,1,3,26,0,1,3,23021
4,2,0,50,2,1,1,23021
7,1,1,26,0,1,1,15347
3,2,0,57,3,3,0,15347
7,2,0,45,3,2,0,19283
7,1,4,24,0,2,0,19283
7,2,0,59,1,2,0,9641
7,2,0,50,0,1,1,28924
7,1,2,35,0,1,3,33612
7,1,20,23,0,1,3,16806
2,1,2,81,0,2,0,8403
4,1,1,48,0,1,1,33612
7,1,7,25,0,1,1,14926
7,1,3,75,0,1,1,14926
3,2,0,38,0,2,0,14926
2,2,0,61,0,2,0,7463
4,2,0,23,1,2,0,33679
7,2,0,28,1,2,0,33679
3,2,0,37,1,2,0,11226
3,2,0,40,2,2,0,11226
4,2,0,41,3,2,0,18659
4,1,3,29,0,1,1,37317
7,2,0,33,3,1,2,9329
3,2,0,50,3,1,1,18659
3,1,3,30,0,1,1,58946
4,2,0,58,2,2,0,47156
3,1,1,51,0,1,2,23578
7,2,0,61,1,2,0,14289
2,2,0,78,1,2,0,14289
2,2,0,87,1,2,0,21434
3,2,0,38,1,2,0,13908
4,2,0,30,3,1,1,13908
2,1,1,75,0,1,1,8650
7,1,4,26,0,2,0,17301
4,0,0,43,0,0,0,34771
4,2,0,63,0,2,0,27817
4,1,2,20,0,1,1,25951
2,2,0,74,5,2,0,25951
2,2,0,81,5,2,0,22101
4,2,0,45,3,1,1,29468
6,1,4,48,0,1,1,14734
3,1,1,37,0,1,2,36835
3,2,0,36,0,2,0,8718
4,2,0,21,3,2,0,15872
4,2,0,30,3,2,0,23809
7,0,0,65,0,0,0,26156
4,2,0,25,0,2,0,17437
3,2,0,23,2,2,0,15872
2,2,0,51,1,2,0,17437
3,2,0,37,0,2,0,8153
2,1,1,70,0,2,0,30057
4,2,0,37,0,2,0,32613
6,2,0,72,2,2,0,20038
3,2,0,32,1,2,0,24460
2,2,0,64,3,2,0,30057
3,1,1,64,0,1,1,32771
3,2,0,38,3,1,1,32771
4,1,1,32,0,1,1,16385
2,2,0,80,1,2,0,26489
2,2,0,81,1,2,0,8830
3,2,0,30,3,2,0,17455
3,2,0,21,3,1,1,34910
4,1,3,46,0,2,0,8728
0,0,0,73,0,0,0,18950
7,1,3,41,0,1,1,28425
4,2,0,42,3,2,0,18950
7,2,0,65,0,1,2,16022
4,2,0,36,0,1,1,16022
4,1,5,23,0,1,1,16022
4,2,0,32,1,1,3,17326
3,1,1,45,0,1,1,25989
8,1,1,60,0,1,1,17326
3,1,1,61,0,2,0,10445
2,1,2,73,0,1,1,20889
7,2,0,44,0,2,0,20889
6,1,3,65,0,1,1,21564
6,2,0,65,3,1,1,43127
0,2,0,30,3,1,1,22736
3,2,0,47,3,2,0,37893
4,2,0,18,0,1,1,15158
7,1,4,26,0,1,1,15158
4,1,1,31,0,1,1,27129
4,1,3,23,0,2,0,18086
4,1,1,42,0,1,3,18086
2,0,0,37,0,0,0,26921
3,2,0,51,1,2,0,17948
5,2,0,63,5,2,0,35895
7,1,15,27,0,1,2,16845
3,2,0,38,0,1,1,16845
7,1,2,34,0,1,5,16845
7,1,2,60,0,1,2,10005
3,2,0,65,0,2,0,30014
7,1,2,38,0,1,3,20010
4,1,3,26,0,1,2,24365
3,2,0,22,0,2,0,32486
7,1,8,51,0,1,2,24365
4,2,0,28,3,1,1,24365
7,1,2,64,0,1,1,21895
7,1,5,28,0,1,1,21895
7,1,2,51,0,1,1,21895
7,1,1,65,0,1,1,32843
3,2,0,39,3,2,0,13663
2,1,30,64,0,2,0,13663
2,2,0,48,1,1,1,54652
7,1,6,47,0,1,3,27036
2,2,0,79,5,3,0,13518
6,1,2,64,0,1,1,13518
2,2,0,73,0,2,0,13518
4,2,0,66,5,1,1,9399
0,2,0,73,5,2,0,18798
2,2,0,48,1,3,0,18798
7,2,0,38,1,2,0,17147
7,2,0,25,3,2,0,17147
3,2,0,48,1,2,0,25721
7,2,0,38,3,2,0,17147
7,1,6,52,0,1,1,8740
6,1,1,34,0,1,2,17481
3,2,0,56,0,2,0,17481
4,2,0,33,0,1,1,18983
4,2,0,47,3,1,1,37966
3,1,2,29,0,2,0,47458
3,2,0,34,3,1,1,18983
7,1,2,42,0,1,3,25025
8,1,10,65,0,1,5,16684
7,1,2,24,0,1,5,8341
3,2,0,78,0,3,0,19972
7,1,3,35,0,1,3,19972
6,1,7,79,0,1,1,9987
7,1,2,54,0,1,2,8662
8,1,4,62,0,1,2,17324
4,2,0,47,0,1,2,17324
3,1,1,28,0,1,1,17324
3,1,1,29,0,1,1,18857
4,1,1,40,0,1,1,18857
3,2,0,40,3,2,0,18857
3,2,0,26,3,2,0,8074
4,1,5,18,0,1,1,24221
4,2,0,37,0,2,0,62137
6,2,0,59,0,3,0,82849
7,1,3,27,0,1,2,41425
3,1,1,60,0,1,1,29410
2,2,0,77,3,1,1,14705
7,1,2,39,0,1,5,7353
3,1,1,73,0,1,1,15803
3,2,0,21,0,1,1,21071
4,1,3,26,0,1,2,5268
3,2,0,28,3,1,1,18062
4,2,0,42,3,2,0,27093
4,2,0,27,0,1,2,27093
4,2,0,30,0,1,3,18062
3,2,0,31,3,1,1,19122
4,1,1,22,0,1,1,38244
3,1,1,47,0,2,0,19122
6,2,0,49,3,2,0,38244
4,2,0,49,3,1,2,23717
2,2,0,66,3,2,0,15811
3,2,0,72,0,1,1,15811
2,2,0,60,3,1,1,8225
3,2,0,51,3,2,0,24675
0,0,0,73,0,0,0,16449
2,2,0,73,0,1,1,16449
8,1,12,56,0,1,3,32345
7,1,2,53,0,1,1,43127
7,2,0,47,1,1,1,21564
3,2,0,86,5,1,1,14246
4,2,0,28,0,1,2,14246
4,2,0,53,5,1,2,33033
2,2,0,56,2,2,0,8258
2,2,0,47,0,1,1,24774
7,1,2,52,0,1,1,51421
7,1,2,37,0,2,0,25710
3,2,0,49,3,1,1,31004
4,1,2,44,0,1,1,20669
3,2,0,59,0,1,2,31004
4,2,0,18,3,2,0,31004
6,1,4,21,0,1,3,35426
3,2,0,63,2,3,0,26569
3,2,0,38,0,1,3,49335
4,2,0,19,3,1,1,49335
4,1,15,40,0,1,1,49335
3,2,0,42,3,1,1,16445
7,2,0,25,0,1,1,23980
7,1,7,26,0,1,4,23980
4,2,0,21,3,1,1,23980
6,2,0,49,0,1,1,28171
4,1,2,19,0,1,1,14086
4,1,2,27,0,1,1,14086
3,2,0,53,5,1,2,14086
4,2,0,32,0,1,1,9080
4,2,0,41,1,3,0,27239
7,1,1,23,0,1,1,63559
4,2,0,44,0,1,2,9080
7,2,0,69,3,2,0,17831
2,2,0,76,5,1,1,17831
7,1,5,38,0,1,4,17831
6,2,0,68,0,1,1,26213
4,1,3,52,0,1,1,26213
4,1,3,53,0,1,1,26213
4,1,2,25,0,1,1,22679
7,1,4,27,0,1,2,45357
3,2,0,56,0,1,3,34019
2,1,3,69,0,2,0,58093
3,1,2,36,0,1,1,19365
3,1,1,41,0,2,0,9682
5,2,0,72,0,1,1,9682
3,2,0,44,5,2,0,11737
0,2,0,54,5,2,0,23474
7,1,1,79,0,1,1,11737
7,1,2,39,0,1,4,23474
3,2,0,31,3,2,0,7349
3,2,0,36,3,1,1,22047
6,1,10,54,0,1,1,51443
3,1,1,57,0,2,0,14698
4,2,0,29,3,1,1,29658
4,2,0,21,3,3,0,39545
6,1,1,42,0,3,0,19772
4,2,0,39,3,2,0,7219
3,1,1,79,0,3,0,7219
4,1,2,55,0,1,6,7219
4,2,0,54,3,1,1,21657
7,1,4,42,0,1,1,29944
2,2,0,63,4,2,0,17967
2,2,0,74,3,2,0,11977
3,1,1,49,0,2,0,11977
2,2,0,49,1,1,1,19357
3,2,0,58,3,1,6,25809
3,2,0,54,0,1,6,25809
0,0,0,58,0,0,0,6453
3,2,0,42,3,1,1,14985
4,1,4,30,0,1,1,7492
4,2,0,34,3,1,1,7492
7,2,0,32,0,1,2,14985
2,2,0,63,2,2,0,7770
2,2,0,74,6,2,0,7770
2,2,0,61,5,2,0,7770
3,2,0,79,5,2,0,15542
3,2,0,32,3,2,0,15756
4,2,0,51,1,2,0,15756
3,2,0,29,2,3,0,15756
2,2,0,75,5,1,1,31512
4,2,0,22,1,1,1,17816
4,1,2,29,0,1,1,8908
2,2,0,74,0,2,0,26724
4,1,5,41,0,1,1,17816
4,2,0,41,3,1,1,37012
4,2,0,46,3,1,1,27759
7,1,2,49,0,1,1,27759
4,2,0,65,5,2,0,49019
2,2,0,64,5,1,1,29412
7,1,3,32,0,1,1,29412
3,2,0,39,0,2,0,19607
3,2,0,52,2,2,0,7864
4,2,0,35,2,1,1,15728
9,1,5,42,0,1,2,23592
7,2,0,60,2,1,1,15728
3,2,0,74,3,1,1,27826
2,2,0,70,1,2,0,6957
2,2,0,37,1,2,0,21757
3,2,0,28,3,2,0,43514
2,2,0,58,4,2,0,21757
3,2,0,43,1,2,0,21757
2,2,0,78,5,2,0,28135
3,2,0,38,3,1,1,37513
2,2,0,83,5,2,0,18756
2,2,0,65,5,2,0,18756
7,1,5,41,0,1,5,10931
6,1,2,59,0,1,4,32793
7,1,5,47,0,1,5,46240
7,1,5,66,0,1,5,61653
7,1,8,73,0,1,5,15413
9,1,3,58,0,1,5,30827
4,1,5,19,0,1,2,41508
7,1,5,37,0,1,4,8301
3,2,0,19,3,2,0,16603
0,2,0,65,1,2,0,16603
5,2,0,70,5,1,5,40111
3,2,0,76,1,2,0,30083
8,1,5,42,0,1,5,20056
6,2,0,48,4,1,4,40111
7,1,4,22,0,1,4,51914
3,2,0,48,3,1,3,41531
3,2,0,50,3,2,0,10383
4,1,2,36,0,2,0,44213
7,2,0,52,2,2,0,22106
4,1,2,18,0,2,0,44213
3,1,2,45,0,2,0,11053
7,2,0,50,3,1,3,8953
4,2,0,60,0,2,0,17905
3,2,0,74,5,1,1,26858
7,1,2,29,0,1,1,25826
7,1,3,58,0,1,3,17218
7,1,2,49,0,1,4,25826
6,2,0,46,3,1,1,25826
3,1,3,33,0,2,0,19171
3,2,0,36,3,2,0,19171
7,1,2,25,0,2,0,47927
0,0,0,59,0,0,0,38342
7,1,1,71,0,1,1,13602
7,1,1,58,0,2,0,20402
7,2,0,23,0,1,1,6801
3,1,5,27,0,1,1,24704
3,2,0,47,0,2,0,8234
0,1,1,69,0,2,0,7415
7,2,0,65,3,2,0,22245
7,1,2,32,0,1,1,43595
2,2,0,35,1,2,0,43595
7,2,0,62,0,2,0,7830
7,1,10,41,0,1,2,15660
7,1,1,47,0,1,2,15660
3,2,0,37,3,1,1,14727
2,2,0,84,5,2,0,7364
7,2,0,42,0,1,4,7364
2,2,0,70,1,2,0,11254
7,1,3,37,0,1,1,22508
2,2,0,55,0,1,1,22508
3,2,0,21,1,2,0,11254
7,2,0,33,0,1,1,16672
4,2,0,66,5,2,0,41679
7,1,2,41,0,1,1,13640
7,2,0,37,1,2,0,13640
7,1,1,23,0,1,2,82156
8,1,1,41,0,1,2,41078
4,2,0,39,5,3,0,12332
3,2,0,53,5,2,0,24663
7,1,2,33,0,1,1,9024
6,2,0,70,5,2,0,9024
3,1,1,56,0,1,1,9024
3,2,0,33,0,1,1,27158
2,2,0,57,3,1,1,36211
3,2,0,69,5,2,0,7530
7,1,3,45,0,1,4,15060
4,2,0,33,0,1,1,25951
0,0,0,72,0,0,0,8650
2,0,0,57,0,0,0,8650
7,1,5,21,0,1,1,31421
3,2,0,46,3,2,0,22876
3,2,0,38,0,2,0,22876
0,0,0,69,0,0,0,20545
3,1,1,36,0,1,2,30817
6,2,0,50,3,2,0,25246
7,2,0,53,0,1,1,16831
7,1,1,44,0,1,1,16831
2,1,2,68,0,2,0,16831
7,1,1,47,0,1,2,10580
7,1,4,20,0,1,1,10580
6,2,0,54,0,2,0,5290
7,2,0,26,0,1,1,17514
7,1,6,64,0,2,0,8757
2,2,0,64,0,2,0,35028
6,2,0,60,0,2,0,20371
2,2,0,80,0,2,0,13580
3,2,0,44,0,2,0,27857
7,1,4,76,0,1,1,13929
3,2,0,47,0,1,1,13777
7,1,2,24,0,1,5,20665
3,2,0,54,6,2,0,41330
4,2,0,30,1,1,1,17777
7,1,2,39,0,1,2,17777
2,1,6,51,0,2,0,8889
4,2,0,61,3,2,0,13841
2,2,0,39,3,2,0,13841
3,1,2,46,0,2,0,27681
4,1,3,31,0,1,2,6921
2,2,0,74,1,2,0,20823
3,1,1,37,0,1,1,20823
4,2,0,36,0,1,1,20823
7,2,0,25,0,1,1,20823
4,2,0,46,0,1,1,45288
4,2,0,48,0,2,0,15096
8,1,3,55,0,1,1,30192
4,2,0,18,1,1,1,15096
4,1,1,28,0,1,1,23455
7,1,1,63,0,1,1,35182
4,1,2,23,0,1,5,23455
7,1,2,67,0,2,0,23455
3,2,0,69,3,2,0,9079
8,2,0,36,0,2,0,9079
2,1,2,71,0,1,1,9079
99,2,0,49,0,1,1,27238
7,1,2,38,0,1,1,14541
7,1,3,68,0,2,0,21812
2,2,0,66,5,3,0,29083
3,2,0,46,0,1,1,7271
7,2,0,54,0,2,0,41003
3,2,0,40,0,2,0,41003
2,2,0,53,0,2,0,13668
4,2,0,47,0,1,1,41003
8,1,2,50,0,1,2,9103
7,1,3,63,0,1,1,18205
7,2,0,54,3,1,1,9103
2,1,2,69,0,2,0,14781
7,1,2,52,0,2,0,29563
3,2,0,45,3,2,0,14781
7,1,15,35,0,1,5,14781
3,1,2,24,0,1,1,8813
4,2,0,59,0,1,1,17627
7,2,0,36,0,1,1,8813
7,2,0,34,0,1,1,17627
7,1,2,67,0,2,0,8165
7,2,0,49,3,1,1,16330
3,2,0,35,0,1,1,16330
4,2,0,50,0,2,0,16330
4,1,5,31,0,1,1,14990
7,1,2,30,0,1,1,14990
7,1,1,38,0,1,1,7495
7,1,2,30,0,2,0,22485
4,2,0,22,0,1,1,20585
3,2,0,77,3,2,0,20585
3,2,0,54,0,1,1,51463
2,2,0,56,0,2,0,41170
2,2,0,94,5,2,0,10327
7,1,2,63,0,1,1,22043
8,1,1,56,0,1,2,30983
6,1,1,80,0,2,0,30983
7,1,1,84,0,1,5,11021
7,1,1,54,0,1,4,22043
4,1,2,70,0,1,1,33064
4,1,1,47,0,2,0,30853
4,2,0,23,0,1,1,23139
4,2,0,26,0,1,1,30853
3,2,0,33,2,2,0,15426
4,2,0,50,0,1,1,9636
7,1,2,73,0,2,0,19273
7,1,1,26,0,1,1,38545
2,2,0,62,3,2,0,28909
6,2,0,52,0,1,2,31650
7,2,0,25,0,1,1,31650
7,2,0,70,0,2,0,23738
6,2,0,81,0,1,1,15825
3,2,0,75,0,1,1,13651
2,2,0,66,2,2,0,20475
2,2,0,69,0,2,0,6825
3,2,0,39,0,1,1,56040
7,2,0,51,0,1,2,93400
3,1,2,40,0,1,1,56040
4,1,5,19,0,2,0,32424
4,1,3,37,0,1,5,16212
2,2,0,20,0,1,1,32424
3,2,0,32,0,1,1,16212
3,2,0,22,0,1,1,31745
3,2,0,39,1,2,0,15872
6,1,20,66,0,1,1,22481
7,1,1,49,0,1,1,33722
7,1,5,52,0,1,1,15334
7,1,3,27,0,1,5,7667
6,2,0,48,0,1,1,15334
2,1,2,61,0,1,1,15334
4,2,0,44,0,1,1,27805
6,2,0,42,2,1,1,18537
3,2,0,45,0,2,0,37073
2,2,0,25,0,1,1,27805
0,0,0,70,0,0,0,9340
2,2,0,61,2,2,0,9340
3,2,0,46,3,2,0,9340
3,1,2,33,0,2,0,37357
8,1,2,30,0,1,1,30355
7,1,5,68,0,1,2,30355
7,1,1,45,0,1,1,40473
8,1,4,50,0,1,2,20236
7,1,3,67,0,1,1,21398
7,2,0,87,6,1,1,10699
7,1,1,26,0,1,1,21398
7,2,0,84,0,1,1,21398
3,2,0,57,3,2,0,8170
3,1,2,45,0,1,1,8170
99,1,1,61,0,2,0,32680
2,1,2,49,0,1,1,38849
6,2,0,53,3,2,0,15540
7,1,5,31,0,2,0,31079
3,2,0,50,3,2,0,23310
9,1,4,60,0,2,0,5008
7,1,3,26,0,1,1,20033
2,2,0,61,0,1,1,16452
3,2,0,31,3,2,0,16452
3,1,4,30,0,2,0,32905
3,2,0,35,3,1,1,16452
7,1,2,29,0,1,1,25951
3,2,0,25,0,1,1,17301
3,2,0,57,3,1,1,25951
4,1,5,23,0,1,1,43252
7,1,5,50,0,1,5,44097
7,1,4,40,0,1,5,11024
6,2,0,45,3,2,0,16589
7,1,4,61,0,1,1,8294
3,2,0,52,2,2,0,33177
3,1,3,58,0,2,0,8294
7,1,1,69,0,1,2,19974
7,1,1,35,0,1,1,24074
2,2,0,55,3,2,0,16049
7,2,0,34,0,1,3,16049
3,2,0,27,3,2,0,26973
3,2,0,53,3,2,0,35963
3,2,0,35,3,2,0,8991
7,2,0,36,0,1,1,11392
6,2,0,72,0,1,1,17088
7,2,0,33,3,1,1,19748
3,1,3,28,0,1,2,19748
7,2,0,36,0,1,1,9873
3,2,0,26,0,2,0,22980
8,1,3,68,0,1,1,14851
3,2,0,52,0,2,0,22276
4,1,1,57,0,2,0,15225
3,2,0,30,3,2,0,15225
7,1,4,19,0,2,0,27976
7,1,5,25,0,1,1,20982
7,2,0,65,0,1,1,20982
7,1,3,38,0,1,2,13988
7,1,2,36,0,1,1,16340
6,1,1,54,0,2,0,24510
4,1,4,22,0,2,0,24510
4,2,0,26,0,1,1,16340
7,2,0,21,0,1,3,37697
3,2,0,43,2,1,2,7540
3,2,0,60,2,2,0,7540
3,2,0,37,1,1,1,22618
3,2,0,46,0,1,1,47149
3,1,1,52,0,2,0,37719
4,2,0,22,0,2,0,18860
2,2,0,64,2,2,0,18860
3,1,1,34,0,2,0,33208
2,1,4,57,0,2,0,44277
2,2,0,51,1,1,1,8051
3,1,3,31,0,1,1,16102
2,2,0,60,0,2,0,8051
3,2,0,64,0,1,1,17326
4,2,0,54,0,2,0,8663
7,1,1,21,0,1,1,25989
8,1,2,35,0,1,2,31394
7,1,8,49,0,1,2,41859
3,1,2,44,0,2,0,31394
4,2,0,26,1,1,1,20929
6,2,0,52,3,2,0,33487
6,1,2,74,0,2,0,25115
4,2,0,40,0,2,0,16744
7,1,2,61,0,1,5,27369
7,2,0,24,0,1,2,18246
7,1,6,47,0,1,4,18246
7,2,0,24,0,1,1,36492
3,2,0,75,0,2,0,16654
2,2,0,83,0,2,0,41636
3,2,0,70,4,2,0,16654
4,2,0,46,3,1,1,33309
7,1,2,24,0,1,1,48351
4,2,0,54,0,1,1,9670
7,1,2,37,0,1,1,19341
2,1,1,80,0,2,0,9670
4,1,1,65,0,2,0,17691
7,2,0,50,0,1,1,26536
7,1,6,22,0,1,1,8845
6,2,0,57,0,1,1,43127
6,2,0,68,0,2,0,21564
6,1,2,20,0,1,2,32345
3,1,4,35,0,2,0,15837
2,2,0,52,0,2,0,7918
5,1,8,69,0,2,0,15837
2,2,0,48,3,2,0,31674
5,2,0,43,0,2,0,29624
6,1,1,51,0,2,0,29624
7,1,1,21,0,1,1,39499
3,2,0,67,0,1,1,9874
3,1,1,47,0,2,0,7909
2,2,0,69,5,2,0,7909
2,2,0,59,3,2,0,15818
4,1,2,21,0,2,0,15818
6,2,0,71,2,2,0,7853
6,2,0,67,2,1,1,23560
6,1,2,58,0,1,1,15707
4,2,0,19,0,1,1,42319
6,1,2,58,0,1,2,8464
2,2,0,49,0,2,0,8464
3,2,0,56,0,2,0,8464
6,2,0,54,5,1,3,28849
2,2,0,69,1,2,0,19232
7,2,0,31,0,1,1,28849
3,1,1,32,0,1,1,27667
4,2,0,25,1,1,1,18445
3,1,3,26,0,2,0,18445
2,0,0,44,0,0,0,18445
7,1,3,26,0,1,1,20416
7,1,2,44,0,1,5,20416
6,2,0,52,2,1,1,20416
7,2,0,31,3,1,2,20416
7,2,0,44,0,1,1,36870
4,2,0,69,0,1,1,18435
7,2,0,62,3,2,0,33715
7,1,4,33,0,1,1,8429
4,2,0,55,3,1,1,25286
4,1,1,32,0,2,0,16858
4,1,1,29,0,1,2,24654
2,2,0,54,3,2,0,8218
4,1,4,50,0,1,2,16435
4,1,2,20,0,2,0,16435
3,2,0,28,3,1,1,9827
2,2,0,59,0,2,0,19652
7,2,0,29,3,1,1,19652
6,2,0,31,0,2,0,21564
7,2,0,24,0,2,0,21564
7,2,0,65,0,1,1,21564
7,1,1,41,0,1,4,20726
3,2,0,42,0,1,1,51816
7,2,0,50,0,1,1,10364
7,1,15,23,0,1,4,38476
4,2,0,41,0,2,0,19238
3,2,0,58,0,1,2,19238
8,1,1,34,0,2,0,14874
6,1,1,49,0,2,0,29748
3,2,0,29,0,1,1,29748
3,2,0,33,1,2,0,7437
4,1,2,20,0,1,1,30692
4,2,0,51,0,2,0,30692
3,1,1,41,0,1,2,20461
6,2,0,25,2,2,0,26153
2,2,0,19,0,2,0,43587
8,1,3,48,0,1,1,34870
7,1,2,26,0,2,0,24761
7,1,2,35,0,1,1,12380
2,2,0,75,5,2,0,18571
6,2,0,73,5,3,0,6190
4,1,3,79,0,1,1,35366
3,2,0,74,0,2,0,17683
7,2,0,57,0,2,0,8842
6,2,0,71,0,1,1,17683
7,2,0,31,0,2,0,28683
0,0,0,42,0,0,0,28683
7,2,0,63,0,1,1,19122
3,2,0,47,3,2,0,28683
4,1,12,28,0,1,2,12716
2,2,0,51,1,2,0,25432
7,2,0,31,0,1,1,25432
3,2,0,48,4,2,0,7269
3,2,0,57,3,2,0,29077
4,1,1,21,0,1,1,21808
4,2,0,36,0,1,1,21808
2,1,30,84,0,2,0,6863
3,1,8,25,0,1,1,6863
7,2,0,32,0,1,2,34314
7,1,2,48,0,1,2,13726
3,2,0,29,0,2,0,15619
2,2,0,79,6,2,0,15619
4,2,0,42,0,1,1,15619
2,2,0,61,1,2,0,15619
8,1,2,68,0,1,5,27150
7,2,0,37,0,1,5,27150
7,1,11,24,0,1,3,40725
4,1,2,39,0,1,1,27150
4,1,70,24,0,1,5,37754
2,1,1,67,0,2,0,7551
0,2,0,66,5,2,0,15102
4,2,0,38,0,2,0,7551
4,2,0,29,0,1,1,30103
2,1,1,52,0,1,1,40138
3,1,2,39,0,2,0,20069
7,2,0,45,0,1,3,40138
9,1,15,45,0,1,1,15232
6,2,0,66,0,2,0,15232
7,1,15,25,0,1,3,22847
7,2,0,23,0,1,2,27025
4,1,2,43,0,1,1,16215
6,2,0,48,0,2,0,27305
2,2,0,58,5,2,0,18203
3,1,1,52,0,2,0,9102
8,2,0,44,0,1,1,11936
4,2,0,26,0,1,5,5969
2,1,3,30,0,2,0,17905
3,1,1,73,0,1,2,9131
7,1,2,39,0,1,2,9131
7,1,5,22,0,1,3,9131
2,2,0,67,1,2,0,7106
3,1,1,49,0,1,4,7106
7,2,0,40,0,2,0,7106
3,2,0,41,3,2,0,14212
7,1,1,19,0,1,1,12536
7,2,0,27,0,1,5,50143
4,1,1,31,0,1,1,37607
7,2,0,42,0,1,1,25072
4,2,0,24,3,2,0,7997
7,2,0,36,0,2,0,7997
6,1,3,29,0,2,0,23990
7,2,0,52,3,2,0,15993
3,1,2,39,0,1,1,19371
4,2,0,22,0,1,1,48427
2,1,1,72,0,2,0,9685
7,1,2,29,0,1,1,48427
2,1,1,83,0,2,0,8304
4,2,0,28,3,1,1,16609
3,1,1,52,0,1,1,33218
7,2,0,62,1,1,1,16609
7,1,2,32,0,1,1,19639
7,2,0,30,3,2,0,9820
6,2,0,35,0,1,1,29458
3,1,1,50,0,1,1,38980
7,1,1,51,0,1,2,9745
4,2,0,56,0,1,2,29235
3,1,2,53,0,1,2,9745
7,1,5,46,0,1,5,27087
6,1,3,51,0,2,0,54175
4,1,5,18,0,1,1,54175
2,2,0,43,1,2,0,27087
3,2,0,25,0,1,1,17890
4,1,1,55,0,2,0,26836
2,2,0,63,3,2,0,26836
7,1,1,55,0,1,2,23941
7,1,6,21,0,1,2,11971
3,1,20,49,0,2,0,25454
4,1,1,21,0,1,2,50908
4,2,0,37,0,2,0,25454
3,2,0,31,3,2,0,25454
7,1,8,39,0,1,5,17504
4,2,0,38,3,2,0,26257
7,1,4,27,0,1,5,8752
7,2,0,70,0,1,4,14470
8,2,0,60,0,2,0,14470
3,2,0,18,3,3,0,37460
3,2,0,48,3,1,1,37460
4,1,1,50,0,2,0,24973
7,2,0,24,0,1,1,24973
7,1,5,26,0,1,2,14043
7,1,1,35,0,1,1,21065
7,1,1,55,0,1,1,14043
4,2,0,56,0,1,1,29857
7,2,0,35,0,1,5,19904
8,1,1,40,0,1,3,9953
4,1,6,53,0,1,3,10487
4,1,1,51,0,1,1,5243
4,1,2,27,0,2,0,26217
7,1,1,51,0,1,6,7521
4,1,2,20,0,1,2,30085
7,2,0,28,3,1,1,30085
6,2,0,64,0,2,0,7521
6,1,3,64,0,1,3,22313
7,1,2,60,0,1,3,22313
4,1,2,44,0,1,2,11157
8,1,4,60,0,1,4,22313
6,2,0,58,5,1,1,24632
4,1,1,34,0,2,0,16421
4,2,0,54,3,1,1,34331
6,2,0,82,5,3,0,8583
6,1,2,47,0,1,1,25748
3,2,0,23,2,1,1,17165
2,2,0,53,1,1,6,67677
7,1,3,21,0,1,1,54141
0,2,0,49,3,2,0,27071
3,2,0,40,4,1,1,13535
3,2,0,23,1,1,1,41192
4,2,0,29,0,1,2,20596
2,2,0,54,0,2,0,41192
4,2,0,30,1,1,1,10299
7,1,8,32,0,1,1,29748
6,1,1,53,0,1,1,22311
7,1,1,37,0,2,0,7437
4,1,2,30,0,1,1,14874
3,2,0,40,3,1,1,18822
4,2,0,35,0,1,1,9412
7,1,1,36,0,1,1,18822
7,1,2,23,0,1,3,39613
7,1,1,34,0,1,1,39613
7,1,2,44,0,1,2,23419
6,1,2,82,0,1,1,23419
3,2,0,29,3,1,1,54643
3,2,0,45,3,1,1,23419
0,2,0,58,5,2,0,13722
3,2,0,30,0,2,0,13722
3,1,1,55,0,2,0,13722
4,1,1,36,0,1,1,6860
7,1,2,77,0,1,5,8934
7,1,1,28,0,1,1,8934
3,1,1,49,0,2,0,4968
4,2,0,40,0,2,0,9936
4,2,0,39,0,2,0,14904
4,2,0,20,0,3,0,14904
6,1,2,60,0,1,1,7181
2,1,1,68,0,2,0,17954
2,2,0,33,0,2,0,3591
4,2,0,18,0,1,1,3591
7,2,0,25,0,2,0,13028
7,2,0,66,3,2,0,19542
7,2,0,58,0,1,1,6514
3,2,0,42,3,1,4,13028
3,2,0,23,1,1,1,31235
2,1,1,58,0,2,0,93705
3,2,0,28,0,2,0,124941
4,1,1,30,0,1,2,62470
2,2,0,71,0,2,0,14698
4,1,2,30,0,1,2,36745
7,1,3,18,0,1,2,14698
7,1,2,32,0,2,0,13765
